content,nickname,信息,信息5,creation_time,ip_address
这款笔记本电脑整体上还不错，收到货开机试了一下，体验还不错，毕竟是大品牌，屏幕尺寸也比较大，京东物流也很快，前一天下单，第二天就能收到,                                    a***s            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-05,北京
给家里的小弟买来上大学用的，电脑第二天就收到了，客服态度很好，解答了我很多问题。电脑是正品，支持全国联保，运行很流畅，小弟非常满意，给大家推荐一波。,                                    未***龙            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-10,四川
联想Y7000P电脑，性能强劲，运行流畅，无论是游戏还是专业应用都能轻松应对。外观时尚，线条流畅，给人一种高端大气的感觉。散热系统出色，长时间使用也能保持低温。屏幕清晰，色彩鲜艳，视觉效果极佳，非常值得推荐！,                                    j***5            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-28,海外
给男朋友买的游戏本，键盘摸起来很舒服，相对别的游戏本来说也不是特别重，物流速度也特别快，希望男朋友拿到会喜欢,                                    j***6            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-02,天津
"安全下车很好用，非常喜欢，还有赠品，物超所值
包装保护：没有磕碰
运行速度：非常快
游戏效果：非常流畅",                                    j***g            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-26,浙江
"包装保护：完好
外形外观：喜欢，低调
画面品质：没有坏点漏点
跑分评测：还不错
运行速度：还不错
客服服务态度很好，喜欢喜欢喜欢😍😍",                                    j***7            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-10,福建
"外形外观：超好看，银灰色的外观霸气侧漏
运行速度：流畅，丝滑
游戏效果：4060发挥出来了它本身的能力",                                    k***0            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-09,山东
"服务好，产品品质好，外观好，与客服沟通清晰，耐心讲解仔细，快递上门送件，物流很快，包装很好！
包装保护：完好
外形外观：很完美
画面品质：清晰度高
跑分评测：很满意
运行速度：很快
游戏效果：完美",                                    1***o            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-23,江苏
"外形外观：是我喜欢的特别好
画面品质：品质高档
运行也很快 很不错 的一个游戏本平时学设计的用起来很不错流畅 推荐大家购买 这是我的第一个游戏品 推荐大家购买",                                    j***5            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-18,山东
"""此笔记本服务体验极佳，超出预期，无论是质量还是服务都令人印象深刻，非常值得推荐！使用后感觉非常满意，性价比高。""",                                    f***u            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-03,山西
首先物流很快，第二天就到了，包装也没有破损，电脑是正品大家可以放心购买了，买来电脑有不懂的  客服也会帮忙解决  十分推荐，跑分评测：跑分的分数也很高,                                    j***b            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-15,浙江
10月6号下单的，10月7号上午就收到了，不耽误用，发货速度超赞，给孩子上学用的，目前一直用的很好，我给他买的是32G内存的，应该各方面都够用了,                                    j***5            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-16,新疆
非常好，刚买回来，已经开机使用了，非常好，性能很好，不卡很流畅，使用起来也非常的舒适，是电脑中比较高端的了，推荐友友们入手，真的很值,                                    u***4            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-12,四川
中意这台电脑很久了，终于买到了，开机速度快，游戏体验很不错，自带的正版office软件，办公非常方便,                                    j***a            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-20,湖北
电脑包装严实^开机运行很快，性能非常不错，整体配置很高外观好看也很高档。画质很清晰。非常好用的一款游戏设计本，未来的伙伴一起加油、未来可期。,                                    春***3            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-28,江西
看了很多款还是选择了拯救者y7000p，收到货后也很满意，物流快，服务态度也很好，性能好散热快，运行流畅，外形也很美观，手感很好，值得购买,                                    9***9            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-01,湖南
"包装保护：没有损坏
外形外观：美包包
画面品质：太六了
运行速度：嘎嘎猛
游戏效果：无话可说，就是费电
我买的32升级的，需要拆机安装，验机效果很好，基本不用担心意外",                                    半***温            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-28,陕西
"好评！收到货物打开之后发现包装很好，很细致。商品的质量也很好；客服有问必答，态度好，发货速度快，对于这一个价位来说，很值得购买，给五星好评！好评，好评，5星好评，东西非常的不错，商家态度也很好，发货速度也快，包装严实紧密！价格很优惠，服务也很好，客服服务热情！
我要给好评……评到所有人都看到为止！店家很讲信誉，而且很不错哦，在这家店买东西，我很满意~",                                    谢***耶            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-19,山东
这是一款非常棒的电脑，我强烈推荐大家购买。运行速度很快电脑好看游戏效果很不错画面品质很好游戏效果也很好,                                    j***7            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-12,河北
包装完好，没损坏，里面包装很厚实，很安全，手感很好，外观很好看，验机完全过关，客服服务也很好，值得信赖。,                                    j***e            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-12,广西
开大表哥开不启来?什么鬼,                                    j***5            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-04-27,湖南
没有问题是全新机，功能什么的都没有问题外观完好，配件也齐全，到货非常快，服务也很好，画质也是没有问题，跑分也非常高,                                    j***t            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-02,江西
比较了很久最终选择联想y7000p，相信国产大牌，很棒的电脑，画面清晰，色彩质感好，速度很快，是大学生活的美好开端。,                                    u***h            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-03,浙江
包装完好，物流很快，外观精美，高品质画面，颜色也是我喜欢的，内存大，运行快，电脑野兽模式特别强，散热器散热效果强，有需要的宝宝们，可以入手，联想电脑电脑中的王者。,                                    j***e            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-14,河南
OK啊这边也是成功收到货了外观真的是超过我的期待整体用下来挺舒适的屏幕也挺好侧边的摄像头开关做的也挺好的总体来说这个笔记本电脑很符合我的口味,                                    j***l            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-21,浙江
"包装保护：包装保护：包装保护很好
外形外观：外形外观：外形 外观也好看
画面品质：画面清晰可见
跑分评测：也很好
运行速度：运行速度：新的呢 运行速度特别快
游戏效果：游戏效果也很好，",                                    j***r            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-18,内蒙古
东西不错，还有优惠，可以放心购买，不要犹豫了，发货快，包装严实，商品质量好，客服服务态度也特别好，也很流畅电脑的外观也很好看，运行速度也挺快，屏幕非常清晰，音质也很不错。值得大家购买,                                    j***c            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-19,河南
"非常好，没有任何的毛病，联想的拯救者嘎嘎好，挑不出一点毛病，很快，是全新的包装也很好，很结实，画质也很棒
包装保护：好
外形外观：nice
画面品质：nice
跑分评测：nice
运行速度：好
游戏效果：好",                                    j***2            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-25,湖南
"没有瑕疵，屏幕也无手摸等痕迹，客服也非常有耐心去解答我所遇到的个人问题
包装保护：好
外形外观：五星
画面品质：顶",                                    0***5            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-11-02,陕西
"包装保护：保护很好没有损坏
外形外观：漂亮
画面品质：非常好看
跑分评测：可以可以
运行速度：可以可以很好，超乎想象的好
游戏效果：我最满意就是这个了，游戏体验没话说了，真的很好玩",                                    j***0            ,32G 1TB 满血RTX4050-6G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-25,广东
很不错联想一直是个好牌子  一直都在用  第一次买这个，考虑了很久，马上入手了，为了方便打游戏看电视物流很快，包装很严实画质很清晰，值得大家购买运行速度：一直都是很好的,                                    j***r            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-19,上海
颜色很满意，大学四年绝对够用了，玩游戏不卡顿，散热也不错，一分价钱一分货啊。直接下单到学校的，物流也给力。,                                    w***d            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-28,江苏
"物流很快，你想象中的好
画面品质：良好清晰
外形外观：良好无瑕疵
运行速度：运行快不卡顿
游戏效果：很顺畅，不卡顿",                                    j***l            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-06,广东
儿子第一台电脑，他说质量非常好，拿到手里沉甸甸，非常喜欢，外包非常结实，保护的很好，画面清析可见，运行速度非常快,                                    j***z            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-02,广东
漂亮的灰色外观，好用的一款手提电脑，高清的画质和流畅的运行速度，满意的一次购物体验，客服态度很好也很有耐心。,                                    j***c            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-05,湖南
物流很快，两天就到啦，收到货之后马上就开始录视频验机，整机无磕无碰，整体用起来很流畅很满意，很有个性～推荐购买👍👍👍,                                    j***x            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-28,四川
"装保护:外面包装没有破损，里面保护得也很好
外形外观:外观非常整洁，没有磨损
画面品质:屏幕较大，非常适合运行速度:快
游戏效果:稳定运行，超高帧率，不卡顿",                                    j***0            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-14,四川
"买的第二台了，这次的又升级了一点，感觉更好啦
速递很不错，看大型图纸用广联达软件都畅通无阻
性价比还是很不错的",                                    j***y            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-13,上海
已收到商品以及赠品！总的来说电脑非常流畅，玩任何3A大作或者网游也都没有问题，散热也很厉害，五星好评！！,                                    j***w            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-30,新疆
外观高级，使用流畅，送的礼品有电脑包、鼠标垫、鼠标等，客服态度很好，有疑问都解答了，性价比也是很高的,                                    b***q            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-20,海外
1包装保护：外面包装没有破损，里面保护得也很好 1外形外观：外观非常整洁，没有磨损 1画面品质：屏幕较大，非常适合 1运行速度：快 1游戏效果：稳定运行lol,                                    全***可            ,32G 1TB 满血RTX4050-6G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-12,安徽
开箱验货，完美！心心念念的电脑到儿子手上了！这款电脑性价比很高，运行速度挺快的，接口齐全，做工精致，是游戏爱好者的最佳选择！,                                    j***u            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-14,江苏
联想笔记本电脑Y7000P电脑收到货了，迫不及待的打开包装一睹其芳容，符合本人的期待。通上电后更新了下操作系统，在最新酷睿7处理器的加持下，操作起来非常流畅。屏幕清晰细腻，显示效果惊艳。将充分发按它的强大功能，成为我在学习和生活中的好帮手。物流速度非常给力。在京东平台上购物也非常放心，客服也很热情，有问题都帮忙解决了，非常愉快的一次购物。,                                    j***9            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-11-03,海南
电脑很好，很有性价比，非常流畅，这是我入手的第二台联想了，一直喜欢联想的产品，还送了好多东西👍👍,                                    j***7            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-08,安徽
"包装保护：很好
外形外观：很丝滑
画面品质：外面画质都很好
快递到了，很快第二天就到了，而且也没有任何问题",                                    j***3            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-08,安徽
电脑性能很好 打游戏办公都不卡顿 安全系数很高 重量适宜 送的电脑配件都很适应 原配的鼠标打游戏就很舒适 不用自己配 客服态度很好👍🏻,                                    j***d            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-25,上海
电脑屏幕清晰度高，屏幕大小合适，赠送的双肩包太完美了，装电脑太合适了，鼠标流畅，买来给孩子学习用的，这款太满意了，散热性能好,                                    j***e            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-19,海外
电脑是全新正品，物流速度很快，外装保护的也很好，外形外观高大上，运行流畅，游戏画质也很清晰，真的太爱了,                                    j***9            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-11-01,新疆
"包装保护：完好无损
外形外观：光洁无划痕
画面品质：非常高清
游戏效果：暂时还没体验
外形非常简约大气，开机后界面设计合理美观。",                                    p***f            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-13,山东
非常的好，不仅可以180度转，而且排风口在前面，重要的是还送好东西，这个性能也很好，有钱的也可以入手r9000p的。都差不多建议买16G的,                                    孙***v            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-21,安徽
4060显卡很不错，打游戏学习都没问题，物流非常快，两天就到了，还送了特别多配件，服务态度也非常好，值得入手,                                    j***9            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-20,山东
"非常喜欢大爱啊！果然是一分价格一分货💋💋💋爱了爱了🥰🥰🥰
包装保护：非常好
外形外观：外观高大上
画面品质：清晰色感很好
运行速度：快",                                    大***比            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-08,广东
电脑非常顶，颜值很高，打瓦开最高画质也是随便顶。物流也算给力，赠品质量很好。机子没有任何问题，爆赞！！,                                    u***b            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-06,山西
包装完美，外观霸气，功能齐全，赠品不错键盘有发光功能，三中模式用起来切换自如，用起来非常顺畅不卡顿，赠品中的鼠标也非常贴合手感，特别满意的一次购物,                                    j***y            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-18,河北
"包装保护：很用心，保护的很好，没有破损
外形外观：颜色比我想象的好看很多，很大气
画面品质：很好，很清晰",                                    7***r            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-20,黑龙江
"包装保护：非常完好个人感觉比较好吧
外形外观：毕竟是旗舰店的东西可以放心，可以查
画面品质：客服态度好，什么都有的商量",                                    8***8            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-28,河南
这款电脑非常棒，性能出色，运行流畅，操作简单，机箱配到位，质量上乘，购物体验非常棒，电脑的散热良好，速度快，外形美观，使用起来非常顺手，物有所值，很喜,                                    4***a            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-24,河北
联想笔记本老牌子，用了几天再三确认，终于开学前买到心仪的笔记本。RTX4060性能满足日常需求用起来很不错~,                                    j***e            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-17,广东
整体外观大气简约，屏幕很好，用起来也很流畅，不卡顿，性能还是挺不错的。快递包装得很严实，硬件全是原装，客服也很有耐心,                                    j***4            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-27,安徽
孩子上学用的，老师说就按照游戏本的配置买就行，比较了好几个大品牌，最后决定买的这一款，很有质感，体验感也不错，相信联想,                                    j***0            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-18,山东
收到货了，无论是金属材质还是外壳都特别精致，没有瑕疵，性能特别好。而且轻巧便携，手感特别好，发货特别好，客服服务态度也很好，没有问题,                                    j***h            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-10,河南
货已收到，准新机，物流很快，包装完好，机器和商家描述的一样，运行速度快，画面品质完美，有需要的同学放心购买吧😀😀😇,                                    j***7            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-09,辽宁
快递非常快，客服服务态度好，电脑货源真实可靠，显卡也是4060的，运行大型3a大作都非常流畅，电脑的不同模式也有快捷键可以使用，非常方便,                                    j***l            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-06,河南
实话实说确实玩起来非常赞，悟空一点不卡画质高清，瓦一起运行也都可以，外形简约，内置豪华，考虑平时游戏玩的多的兄弟们可以入！确实不卡非常流畅！,                                    j***o            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-01,内蒙古
发货非常的快。客服服务也很好，一线品牌对我们这样的电脑小白有着不错的线下服务。验机效果也是相当的好。很喜欢,                                    0***x            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-24,河南
"包装保护：保护的很好没有一点损坏
跑分评测：跑分非常不错，玩游戏完全没有问题
游戏效果：打游戏很流畅，孩子和我都很喜欢",                                    e***g            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-07,重庆
电脑收到外包装完好，电脑配置很好，查了半天了是正品，运行速度很快，客服服务很好，咨询随时解答，物流也很给力，还送的鼠标，鼠标垫，清洁套装和笔记本包,                                    j***i            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-13,山西
物流很快，包装很完整，四角尖尖，打游戏很流畅，屏幕清晰度很高，帧率很高，平时均衡模式就够用了，期待入手黑马咯之后的表现,                                    g***u            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-01,广东
"外形外观：很漂亮
画面品质：屏幕很清晰
包装保护：保护的很好，外包装没有一点损坏
运行速度：速度很快
游戏效果：畅玩游戏无压力，画面很流畅",                                    幸***王            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-03,河南
"包装万完好 电脑运行速度快，散热效果好，外观美观。
电脑使用起来很顺手，感觉非常不错。
电脑用了一段时间，没有任何问题，非常完美",                                    k***4            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-20,山东
"包装保护：很好没有坏的地方
外形外观：外形尺寸可以是喜欢的那种开机速度快 孩子很满意就喜欢这种电脑",                                    u***d            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-21,黑龙江
"包装保护：因为加了个16g内存条，所以是拆开
的，又给贴了个联想纸，挺好
运行速度：比预想中要好，希望以后也一样
游戏效果：下载了个游戏，试了试，效果不错，
目前没有任何问题
画面品质：可以的很
外形外观：比想象中要有质感总体还是非常满意的。",                                    j***9            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-25,江苏
收到货，孩子迫不及待的打开包装，外观好看，没有一点瑕疵，做工精致，屏幕清晰，灵敏度很快，大品牌就是好,                                    u***8            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-02,江苏
1包装保护：快递包装保护的非常的好。两个大纸箱在里面很有安全感。1外形外观：外形非常有科技感，线条硬朗。磨砂的看起来也很舒服。颜色也非常的棒。键盘弹性十足，打字很牛。1画面品质：屏幕看电影很好，很牛， Ps 也都非常的不错，运行的非常流畅。看电影看图片都是很好的选择。反正使用体验很好。电脑绘很好，这是我买的最贵的电子产品，我很爱护它。,                                    大***吗            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-27,山东
八角尖尖保护的很好，验完机了很棒是正品没错，客服服务态度很棒，联想的工程师也很耐心的解答了我的问题，很棒的一次购物体验,                                    j***c            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-22,山东
刚买就迫不及待的打开了，各方面性能非常好，听别人说买联想电脑有保障，就买了一台没想到这么出乎意料，强烈推荐大家购买此电脑，好评！！,                                    j***z            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-15,山东
很好，包装也很严实，电脑是全新没有瑕疵。电脑运行流畅操作简单。搭载高性能处理器和大容量内存，多任务处理游刃有余。,                                    j***4            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-13,四川
速度挺快，买的升级版本，外观很惊艳，比想象中好，鲁大师测试速度就超过全国85%的电脑，系统更新随时有小瑕疵，不影响使用，好评,                                    A***3            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-17,辽宁
"包装保护：保护得很好
外形外观：很酷颜色好看
画面品质：看着得劲
跑分评测：给弟弟买的，暂时使用没什么问题，毕竟游戏本，得玩起来才知道",                                    温***你            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-01,安徽
电脑🖥已到货，物流很快，外观很好无刻画无受损，包装完整，客服服务态度很好，全新原装未拆封，运行流畅，是一次很好的购物,                                    3***w            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-24,四川
"电脑外观和配置特别好，用起来速度很快，
包装保护：完好
外形外观：时尚
画面品质：清晰
跑分评测：值得购买！",                                    z***媚            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-20,北京
‌电脑的质量很不错，非常满意的一次购物。‌ 这款电脑的质量非常好，使用起来非常放心，是一次非常满意的购物体验。,                                    f***r            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-11-01,江苏
"包装保护：包装完整，无破损，运输配件齐全外
形外观：外观精致，简约画面品质：画质很好，
屏幕无破损运行速度：运行速度很快游戏效果：
游戏效果非常好",                                    M***风            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-08,广东
联想果然是国民大品牌，笔记本性价比很高，外观简洁大气，运行速度快，客服承诺的赠品质量也不错，都很实用。,                                    j***j            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-09,北京
"包装保护：很好机器到手很不错，体验非常不错很愉快的一次购物体验
跑分评测：很高
运行速度：4060不用多说",                                    j***y            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-27,河南
"外形外观：灰色很好看 高端大气
画面品质：画面很清晰画质很好 非常满意
包装保护：包装完好 好几层包装 完全不担心磕碰
运行速度：运行速度很快
游戏效果：玩游戏很流畅 不会卡顿 效果很好",                                    j***b            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-14,福建
从y400到y7000p，联想笔记本电脑从来没有让我失望，，这次产品大气，美观，功能强大，非常满意这次购物！,                                    j***0            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-05,安徽
"包装保护：可以
外形外观：颜值很高
画面品质：很好
跑分评测：快
运行速度：好
游戏效果：可以
电脑是全新的，没有问题，颜值也很高，客服服务态度良好",                                    百***暴            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-02,江西
这款电脑非常棒，运行流程，性能出色，散热好、速度快，使用起来非常顺手，很喜欢。这款电脑各项功能都非常出色，屏幕显示清晰，外形美观,                                    柠***h            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-26,重庆
"包装保护：保护完好
外形外观：外观时尚
画面品质：画面清晰度高
超出预期，无论是质量还是服务都令人印象深刻，非常值得推荐！使用后感觉非常满意，性价比高",                                    z***h            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-04,山西
"包装保护：保护非常完好
外形外观：颜值高，外观大气
运行速度：速度挺快的
总的来说。这台电脑是很有性价比的，不论是外观，速度，性能等方面，还是画质，而且还有很多赠品，都是推荐购买的",                                    s***9            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-11-01,广东
包装保护：物流很快，快递包装很完美，里面还垫了好几层保护，回家开机，一顿折腾。效果感觉很不错，锁屏很快。观看影片很清声音也很大，很满意这个新品！,                                    提***6            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-08,河北
"包装保护：包装严实
外形外观：无磕碰 非常好
画面品质：高分辨率看视频爽
跑分评测：高
运行速度：快
游戏效果：丝滑不卡顿",                                    p***5            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-29,四川
联想的前端系列产品，运行速度超级快，屏幕效果炸裂，外观超大气，本本超级薄所以散热性能超级好并且超容易携带，联想值得你的信赖。,                                    j***a            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-09,山东
"包装保护：非常好有多层海绵包裹
外形外观：非常帅气，简约大气，绝对新机
画面品质：处理器高端，散热良好
游戏效果：非常爽",                                    m***w            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-05,山东
